timestamp,pitch,roll,heading,lin_acc_x,lin_acc_y,lin_acc_z,gyro_x,gyro_y,gyro_z,temp,humidity,pressure
2026-06-25 11:52:27,-4.3,84.2,176.9,-0.03,-0.09,0.02,0,0.0011,-0.0011,0,0,0
2026-06-25 11:52:29,-4.1,84.4,176.7,0,-0.12,0.08,-0.0011,-0.0011,-0.0033,0,0,0
2026-06-25 11:52:31,5.9,83.9,174.4,-2.32,0.26,-0.21,-0.2356,0.9316,-0.9708,0,0,0
2026-06-25 11:52:33,-8.1,-25.8,230.5,8.7,2.43,-10.91,1.1203,1.5806,-0.5978,0,0,0
2026-06-25 11:52:35,127.6,76.9,238.9,4.0,-1.42,-3.09,-0.8421,-3.9575,0.2913,0,0,0
2026-06-25 11:52:37,-178.4,84.1,262.4,-0.75,1.0,-0.62,0.3622,0.7734,0.7592,0,0,0
2026-06-25 11:52:39,-41.4,43.1,150.5,-0.11,-2.79,-1.1,-2.0628,0.9403,-2.882,0,0,0
2026-06-25 11:52:41,-12.2,33.3,218.4,-0.99,0.21,0.08,-3.4623,-1.6842,-1.6242,0,0,0
2026-06-25 11:52:43,175.6,85.5,161.9,-0.27,-0.72,-1.1,-1.1574,0.0065,0.0764,0,0,0
2026-06-25 11:52:45,23.8,82.9,246.0,0.33,-0.07,-0.06,0.0076,0.0393,-0.0371,0,0,0
2026-06-25 11:52:47,22.7,82.8,249.3,0.19,-0.01,0.08,-0.0065,-0.0262,0.024,0,0,0
2026-06-25 11:52:49,23.1,82.6,249.2,0.1,0.04,0.1,-0.0011,-0.0131,0.0044,0,0,0
2026-06-25 11:52:51,23.8,82.6,249.1,-0.13,0.04,0.07,0.0022,0,-0.0109,0,0,0
2026-06-25 11:52:53,23.7,82.6,249.1,-0.12,0.03,0.11,0.0011,0.0011,-0.0087,0,0,0
2026-06-25 11:52:55,23.7,82.6,249.1,-0.07,0.04,0.13,-0.0022,0.0011,-0.0055,0,0,0
2026-06-25 11:52:57,23.7,82.6,249.1,-0.06,0.02,0.1,-0.0011,0,0,0,0,0
2026-06-25 11:52:59,23.7,82.6,249.1,0,0.03,0.04,0.0011,-0.0011,0,0,0,0
2026-06-25 11:53:01,23.7,82.6,249.1,-0.03,0.04,0.13,-0.0022,-0.0011,0,0,0,0
