timestamp,pitch,roll,heading,lin_acc_x,lin_acc_y,lin_acc_z,gyro_x,gyro_y,gyro_z,temp,humidity,pressure
2026-06-25 09:43:11,-2.4,-2.2,0.2,-0.12,-0.03,0.1,0.0011,-0.0044,-0.0011,0,0,0
2026-06-25 09:43:13,-2.4,-2.2,0.2,-0.13,-0.03,-0.01,0,-0.0022,0.0011,0,0,0
2026-06-25 09:43:15,-2.4,-2.2,0.2,-0.11,-0.01,0.04,0,0,-0.0011,0,0,0
2026-06-25 09:43:17,-2.4,-2.2,0.2,-0.1,-0.02,0.07,0,0.0022,0,0,0,0
2026-06-25 09:43:19,-2.4,-2.2,0.2,-0.11,-0.02,0.11,0,0,-0.0011,0,0,0
2026-06-25 09:43:21,-2.4,-2.2,0.2,-0.11,-0.03,0.13,0,0.0011,0.0011,0,0,0
2026-06-25 09:43:23,-2.4,-2.2,0.2,-0.13,0,0.11,0,0.0011,0.0011,0,0,0
2026-06-25 09:43:25,-2.4,-2.2,0.2,-0.11,-0.02,0.09,-0.0022,0,-0.0011,0,0,0
2026-06-25 09:43:27,-2.4,-2.2,0.2,-0.12,-0.03,0.07,-0.0011,-0.0011,0.0011,0,0,0
2026-06-25 09:43:29,-2.4,-2.2,0.2,-0.11,-0.02,0.09,0,-0.0022,0,0,0,0
2026-06-25 09:43:31,-2.4,-2.2,0.2,-0.1,-0.04,0.05,0,-0.0022,0.0033,0,0,0
2026-06-25 09:43:33,-2.4,-2.1,0.2,-0.09,-0.02,0.12,0,-0.0055,-0.0011,0,0,0
2026-06-25 09:43:35,-2.4,-2.2,0.2,-0.08,-0.02,0.08,-0.0022,0.0022,-0.0011,0,0,0
2026-06-25 09:43:37,-2.4,-2.1,0.2,-0.05,-0.07,0.07,0.0055,-0.0109,0.0011,0,0,0
2026-06-25 09:43:39,-2.4,-2.1,0.2,-0.04,-0.01,0,-0.0022,-0.0011,-0.0011,0,0,0
2026-06-25 09:43:41,-2.4,-2.1,0.2,-0.05,0.02,0.03,0.0011,-0.0033,-0.0011,0,0,0
