timestamp,pitch,roll,heading,lin_acc_x,lin_acc_y,lin_acc_z,gyro_x,gyro_y,gyro_z,temp,humidity,pressure
2026-06-25 12:29:05,-29.2,81.4,267.4,-0.37,0.75,0.63,-0.1276,0.4712,0.2771,0,0,0
2026-06-25 12:29:07,-73.5,73.8,275.2,-0.36,0.86,0.14,-0.1462,0.6054,-0.2967,0,0,0
2026-06-25 12:29:09,-139.8,74.1,270.3,-0.02,0.45,-0.18,-0.2051,1.1214,-0.1178,0,0,0
2026-06-25 12:29:11,14.8,49.9,178.9,-1.74,0.96,1.38,1.5643,0.7941,-0.8214,0,0,0
2026-06-25 12:29:13,-117.2,79.3,145.6,0.22,1.53,-0.87,0.3153,-1.3526,-0.0829,0,0,0
2026-06-25 12:29:15,-80.4,80.1,126.6,0.7,1.49,-1.21,0.6469,-3.5277,0.3283,0,0,0
2026-06-25 12:29:17,149.4,79.9,101.4,0.74,0.06,-1.15,0.0807,-1.9722,0.8127,0,0,0
2026-06-25 12:29:19,77.1,76.4,108.6,0.64,0.36,-0.09,0.1233,-0.9567,0.4287,0,0,0
2026-06-25 12:29:21,94.7,65.6,71.6,0.63,0.59,-0.56,0.8847,-0.624,-0.3382,0,0,0
2026-06-25 12:29:23,162.3,1.8,97.9,0.06,0.29,0.07,-0.0022,-0.0022,0.0011,0,0,0
2026-06-25 12:29:25,42.6,58.2,47.0,0.62,0.39,-1.06,0.7778,-1.1999,-0.5421,0,0,0
2026-06-25 12:29:27,149.1,56.7,4.6,-0.65,0.06,-1.08,0.5672,0.5443,-0.5749,0,0,0
2026-06-25 12:29:29,-179.9,66.5,9.1,0.64,1.53,0.95,0.3131,-3.9008,1.3614,0,0,0
2026-06-25 12:29:31,24.3,42.8,2.1,-0.52,-1.24,1.12,1.0886,-0.2782,-2.9223,0,0,0
2026-06-25 12:29:33,-86.8,57.5,295.2,1.03,-0.16,-0.9,2.0704,-2.246,1.1454,0,0,0
2026-06-25 12:29:35,-167.5,25.6,161.0,0.97,0.64,-2.19,0.7178,0.3883,0.8443,0,0,0
2026-06-25 12:29:37,-139.8,-35.1,6.2,-0.73,0.53,1.47,-0.1025,-0.2214,-2.6333,0,0,0
2026-06-25 12:29:39,139.5,30.0,301.9,-0.37,0.61,0.16,0.5705,0.0022,-0.2105,0,0,0
2026-06-25 12:29:41,152.1,7.2,35.6,-0.65,0.12,0.08,0.7767,-0.3894,-0.5792,0,0,0
2026-06-25 12:29:43,170.4,2.1,52.1,-0.1,0.18,0.04,-0.1833,0.084,0.2422,0,0,0
2026-06-25 12:29:45,172.8,29.2,53.3,0,0.12,-0.11,0.0982,1.7421,0.0436,0,0,0
2026-06-25 12:29:47,-13.9,50.5,58.4,-0.36,0.14,0.35,0.324,1.9777,-0.2531,0,0,0
2026-06-25 12:29:49,162.7,-50.2,55.4,0.57,-0.08,0.86,0.0251,0.7538,0.2127,0,0,0
2026-06-25 12:29:51,-179.9,61.5,318.8,0.08,0.06,-0.1,0.0425,-0.0185,0.0731,0,0,0
2026-06-25 12:29:53,-164.2,79.4,352.5,0.08,0.07,-0.15,-0.0415,0.3305,-0.1134,0,0,0
2026-06-25 12:29:55,-179.4,87.9,343.2,0.92,-0.14,-0.86,0.132,0.7429,0.2727,0,0,0
2026-06-25 12:29:57,7.0,76.9,350.3,-0.03,0,-0.29,-0.0033,-0.1473,0.0065,0,0,0
2026-06-25 12:29:59,162.3,54.8,344.8,0,-0.6,-1.35,0.1156,0.9087,-0.4189,0,0,0
2026-06-25 12:30:01,161.4,-5.2,348.1,-0.45,-0.39,-0.38,0.2509,-1.1465,-0.4025,0,0,0
2026-06-25 12:30:03,164.6,-27.4,349.8,0.7,-0.33,0.24,0.2673,0.3447,-0.0065,0,0,0
2026-06-25 12:30:05,179.2,-45.7,346.9,0.36,-0.15,0.29,0.0011,0.1484,0.1156,0,0,0
2026-06-25 12:30:07,-11.6,39.3,336.9,-0.69,0.26,0.16,0.0469,0.8138,-0.0185,0,0,0
2026-06-25 12:30:09,-21.7,78.6,330.8,-0.13,0.09,-0.54,0.0644,-0.7156,-0.216,0,0,0
2026-06-25 12:30:11,-161.3,70.7,343.8,-0.06,0.11,-0.33,-0.0513,0.3207,0.3687,0,0,0
2026-06-25 12:30:13,-36.2,78.6,343.0,-0.26,0.47,-0.2,0.0524,-0.7679,0.2378,0,0,0
2026-06-25 12:30:15,-4.2,84.6,341.1,-0.03,-0.32,-0.09,-0.0164,0.3971,-0.1549,0,0,0
2026-06-25 12:30:17,-33.6,80.6,342.2,-0.18,-0.03,-0.03,0.0262,-0.1822,-0.0305,0,0,0
2026-06-25 12:30:19,-37.8,81.4,342.1,-0.12,0.04,-0.08,0,-0.0011,0.0087,0,0,0
2026-06-25 12:30:21,57.1,72.8,329.9,-0.28,-0.26,0,-0.0305,0.0949,0.324,0,0,0
