timestamp,diff_pressure_pa,temp_c
2026-06-09 18:39:59,0.0,0.0
2026-06-09 18:40:00,0.0,0.0
2026-06-09 18:40:00,0.0,0.0
2026-06-09 18:40:01,0.0,0.0
2026-06-09 18:40:01,0.0,0.0
2026-06-09 18:40:02,0.0,0.0
2026-06-09 18:40:03,0.0,0.0
2026-06-09 18:40:04,0.0,0.0
2026-06-09 18:40:04,0.0,0.0
2026-06-09 18:40:05,0.0,0.0
2026-06-09 18:40:05,0.0,0.0
2026-06-09 18:40:05,0.0,0.0
2026-06-09 18:40:06,0.0,0.0
2026-06-09 18:40:07,0.0,0.0
2026-06-09 18:40:07,0.0,0.0
2026-06-09 18:40:08,0.0,0.0
2026-06-09 18:40:08,0.0,0.0
2026-06-09 18:40:09,0.0,0.0
2026-06-09 18:40:09,0.0,0.0
2026-06-09 18:40:10,0.0,0.0
2026-06-09 18:40:11,0.0,0.0
2026-06-09 18:40:11,0.0,0.0
2026-06-09 18:40:12,0.0,0.0
2026-06-09 18:40:12,0.0,0.0
2026-06-09 18:40:13,0.0,0.0
2026-06-09 18:40:13,0.0,0.0
2026-06-09 18:40:14,0.0,0.0
2026-06-09 18:40:14,0.0,0.0
2026-06-09 18:40:15,0.0,0.0
2026-06-09 18:40:15,0.0,0.0
2026-06-09 18:40:16,0.0,0.0
2026-06-09 18:40:16,0.0,0.0
2026-06-09 18:40:18,0.0,0.0
2026-06-09 18:40:18,0.0,0.0
2026-06-09 18:40:19,0.0,0.0
2026-06-09 18:40:20,0.0,0.0
2026-06-09 18:40:20,0.0,0.0
2026-06-09 18:40:20,0.0,0.0
2026-06-09 18:40:21,0.0,0.0
2026-06-09 18:40:21,0.0,0.0
2026-06-09 18:40:23,0.0,0.0
2026-06-09 18:40:23,0.0,0.0
2026-06-09 18:40:24,0.0,0.0
2026-06-09 18:40:24,0.0,0.0
2026-06-09 18:40:25,0.0,0.0
2026-06-09 18:40:25,0.0,0.0
2026-06-09 18:40:26,0.0,0.0
2026-06-09 18:40:26,0.0,0.0
2026-06-09 18:40:26,0.0,0.0
2026-06-09 18:40:27,0.0,0.0
2026-06-09 18:40:28,0.0,0.0
2026-06-09 18:40:29,0.0,0.0
2026-06-09 18:40:29,0.0,0.0
2026-06-09 18:40:30,0.0,0.0
2026-06-09 18:40:30,0.0,0.0
2026-06-09 18:40:31,0.0,0.0
2026-06-09 18:40:32,0.0,0.0
2026-06-09 18:40:32,0.0,0.0
2026-06-09 18:40:33,0.0,0.0
2026-06-09 18:40:34,0.0,0.0
2026-06-09 18:40:34,0.0,0.0
2026-06-09 18:40:35,0.0,0.0
2026-06-09 18:40:36,0.0,0.0
2026-06-09 18:40:36,0.0,0.0
2026-06-09 18:40:37,0.0,0.0
2026-06-09 18:40:37,0.0,0.0
2026-06-09 18:40:38,0.0,0.0
2026-06-09 18:40:38,0.0,0.0
2026-06-09 18:40:39,0.0,0.0
2026-06-09 18:40:40,0.0,0.0
2026-06-09 18:40:40,0.0,0.0
2026-06-09 18:40:40,0.0,0.0
2026-06-09 18:40:41,0.0,0.0
2026-06-09 18:40:41,0.0,0.0
2026-06-09 18:40:42,0.0,0.0
2026-06-09 18:40:42,0.0,0.0
2026-06-09 18:40:43,0.0,0.0
2026-06-09 18:40:44,0.0,0.0
2026-06-09 18:40:44,0.0,0.0
2026-06-09 18:40:45,0.0,0.0
2026-06-09 18:40:45,0.0,0.0
2026-06-09 18:40:45,0.0,0.0
2026-06-09 18:40:46,0.0,0.0
2026-06-09 18:40:46,0.0,0.0
2026-06-09 18:40:47,0.0,0.0
2026-06-09 18:40:47,0.0,0.0
2026-06-09 18:40:48,0.0,0.0
2026-06-09 18:40:49,0.0,0.0
2026-06-09 18:40:50,0.0,0.0
2026-06-09 18:40:50,0.0,0.0
2026-06-09 18:40:50,0.0,0.0
2026-06-09 18:40:51,0.0,0.0
2026-06-09 18:40:51,0.0,0.0
2026-06-09 18:40:52,0.0,0.0
2026-06-09 18:40:52,0.0,0.0
2026-06-09 18:40:53,0.0,0.0
2026-06-09 18:40:54,0.0,0.0
2026-06-09 18:40:55,0.0,0.0
2026-06-09 18:40:55,0.0,0.0
2026-06-09 18:40:56,0.0,0.0
2026-06-09 18:40:56,0.0,0.0
2026-06-09 18:40:57,0.0,0.0
2026-06-09 18:40:57,0.0,0.0
2026-06-09 18:40:58,0.0,0.0
2026-06-09 18:40:59,0.0,0.0
2026-06-09 18:40:59,0.0,0.0
2026-06-09 18:40:59,0.0,0.0
2026-06-09 18:41:00,0.0,0.0
2026-06-09 18:41:01,0.0,0.0
2026-06-09 18:41:01,0.0,0.0
2026-06-09 18:41:01,0.0,0.0
2026-06-09 18:41:02,0.0,0.0
2026-06-09 18:41:03,0.0,0.0
2026-06-09 18:41:04,0.0,0.0
2026-06-09 18:41:04,0.0,0.0
2026-06-09 18:41:05,0.0,0.0
2026-06-09 18:41:05,0.0,0.0
2026-06-09 18:41:06,0.0,0.0
2026-06-09 18:41:06,0.0,0.0
2026-06-09 18:41:07,0.0,0.0
2026-06-09 18:41:07,0.0,0.0
2026-06-09 18:41:08,0.0,0.0
2026-06-09 18:41:09,0.0,0.0
2026-06-09 18:41:09,0.0,0.0
2026-06-09 18:41:10,0.0,0.0
2026-06-09 18:41:11,0.0,0.0
2026-06-09 18:41:11,0.0,0.0
2026-06-09 18:41:11,0.0,0.0
2026-06-09 18:41:12,0.0,0.0
2026-06-09 18:41:12,0.0,0.0
2026-06-09 18:41:13,0.0,0.0
2026-06-09 18:41:14,0.0,0.0
2026-06-09 18:41:14,0.0,0.0
2026-06-09 18:41:15,0.0,0.0
2026-06-09 18:41:16,0.0,0.0
2026-06-09 18:41:16,0.0,0.0
2026-06-09 18:41:16,0.0,0.0
2026-06-09 18:41:17,0.0,0.0
2026-06-09 18:41:17,0.0,0.0
2026-06-09 18:41:18,0.0,0.0
2026-06-09 18:41:19,0.0,0.0
2026-06-09 18:41:19,0.0,0.0
2026-06-09 18:41:19,0.0,0.0
2026-06-09 18:41:20,0.0,0.0
2026-06-09 18:41:21,0.0,0.0
2026-06-09 18:41:21,0.0,0.0
2026-06-09 18:41:22,0.0,0.0
2026-06-09 18:41:22,0.0,0.0
2026-06-09 18:41:23,0.0,0.0
2026-06-09 18:41:24,0.0,0.0
2026-06-09 18:41:24,0.0,0.0
2026-06-09 18:41:25,0.0,0.0
2026-06-09 18:41:25,0.0,0.0
2026-06-09 18:41:26,0.0,0.0
2026-06-09 18:41:26,0.0,0.0
2026-06-09 18:41:27,0.0,0.0
2026-06-09 18:41:27,0.0,0.0
2026-06-09 18:41:28,0.0,0.0
2026-06-09 18:41:29,0.0,0.0
2026-06-09 18:41:29,0.0,0.0
2026-06-09 18:41:29,0.0,0.0
2026-06-09 18:41:30,0.0,0.0
2026-06-09 18:41:30,0.0,0.0
2026-06-09 18:41:31,0.0,0.0
2026-06-09 18:41:32,0.0,0.0
2026-06-09 18:41:32,0.0,0.0
2026-06-09 18:41:33,0.0,0.0
2026-06-09 18:41:33,0.0,0.0
2026-06-09 18:41:34,0.0,0.0
2026-06-09 18:41:34,0.0,0.0
2026-06-09 18:41:35,0.0,0.0
2026-06-09 18:41:36,0.0,0.0
2026-06-09 18:41:37,0.0,0.0
2026-06-09 18:41:38,0.0,0.0
2026-06-09 18:41:39,0.0,0.0
2026-06-09 18:41:41,0.0,0.0
2026-06-09 18:41:42,0.0,0.0
2026-06-09 18:41:42,0.0,0.0
2026-06-09 18:41:43,0.0,0.0
2026-06-09 18:41:45,0.0,0.0
2026-06-09 18:41:47,0.0,0.0
2026-06-09 18:41:47,0.0,0.0
2026-06-09 18:41:49,0.0,0.0
2026-06-09 18:41:50,0.0,0.0
2026-06-09 18:41:52,0.0,0.0
2026-06-09 18:41:53,0.0,0.0
2026-06-09 18:41:54,0.0,0.0
2026-06-09 18:41:55,0.0,0.0
2026-06-09 18:41:57,0.0,0.0
2026-06-09 18:41:58,0.0,0.0
2026-06-09 18:41:59,0.0,0.0
2026-06-09 18:42:00,0.0,0.0
2026-06-09 18:42:02,0.0,0.0
2026-06-09 18:42:02,0.0,0.0
2026-06-09 18:42:03,0.0,0.0
2026-06-09 18:42:05,0.0,0.0
2026-06-09 18:42:06,0.0,0.0
2026-06-09 18:42:07,0.0,0.0
2026-06-09 18:42:08,0.0,0.0
2026-06-09 18:42:09,0.0,0.0
2026-06-09 18:42:10,0.0,0.0
2026-06-09 18:42:12,0.0,0.0
2026-06-09 18:42:13,0.0,0.0
2026-06-09 18:42:14,0.0,0.0
2026-06-09 18:42:15,0.0,0.0
2026-06-09 18:42:17,0.0,0.0
2026-06-09 18:42:18,0.0,0.0
2026-06-09 18:42:19,0.0,0.0
2026-06-09 18:42:20,0.0,0.0
2026-06-09 18:42:22,0.0,0.0
2026-06-09 18:42:22,0.0,0.0
2026-06-09 18:42:23,0.0,0.0
2026-06-09 18:42:24,0.0,0.0
2026-06-09 18:42:25,0.0,0.0
2026-06-09 18:42:27,0.0,0.0
2026-06-09 18:42:28,0.0,0.0
2026-06-09 18:42:29,0.0,0.0
2026-06-09 18:42:30,0.0,0.0
2026-06-09 18:42:31,0.0,0.0
2026-06-09 18:42:32,0.0,0.0
2026-06-09 18:42:33,0.0,0.0
2026-06-09 18:42:34,0.0,0.0
2026-06-09 18:42:35,0.0,0.0
2026-06-09 18:42:37,0.0,0.0
2026-06-09 18:42:38,0.0,0.0
2026-06-09 18:42:39,0.0,0.0
2026-06-09 18:42:41,0.0,0.0
2026-06-09 18:42:43,0.0,0.0
2026-06-09 18:42:44,0.0,0.0
2026-06-09 18:42:45,0.0,0.0
2026-06-09 18:42:46,0.0,0.0
2026-06-09 18:42:48,0.0,0.0
2026-06-09 18:42:49,0.0,0.0
2026-06-09 18:42:50,0.0,0.0
2026-06-09 18:42:51,0.0,0.0
2026-06-09 18:42:53,0.0,0.0
2026-06-09 18:42:54,0.0,0.0
2026-06-09 18:42:55,0.0,0.0
2026-06-09 18:42:56,0.0,0.0
2026-06-09 18:42:58,0.0,0.0
2026-06-09 18:42:58,0.0,0.0
2026-06-09 18:42:59,0.0,0.0
2026-06-09 18:43:00,0.0,0.0
2026-06-09 18:43:01,0.0,0.0
2026-06-09 18:43:03,0.0,0.0
2026-06-09 18:43:04,0.0,0.0
2026-06-09 18:43:05,0.0,0.0
2026-06-09 18:43:06,0.0,0.0
2026-06-09 18:43:08,0.0,0.0
2026-06-09 18:43:09,0.0,0.0
2026-06-09 18:43:10,0.0,0.0
2026-06-09 18:43:11,0.0,0.0
2026-06-09 18:43:13,0.0,0.0
2026-06-09 18:43:14,0.0,0.0
2026-06-09 18:43:15,0.0,0.0
2026-06-09 18:43:16,0.0,0.0
2026-06-09 18:43:18,0.0,0.0
2026-06-09 18:43:19,0.0,0.0
2026-06-09 18:43:19,0.0,0.0
2026-06-09 18:43:21,0.0,0.0
2026-06-09 18:43:22,0.0,0.0
2026-06-09 18:43:23,0.0,0.0
2026-06-09 18:43:24,0.0,0.0
2026-06-09 18:43:25,0.0,0.0
2026-06-09 18:43:26,0.0,0.0
2026-06-09 18:43:28,0.0,0.0
2026-06-09 18:43:29,0.0,0.0
2026-06-09 18:43:30,0.0,0.0
2026-06-09 18:43:31,0.0,0.0
2026-06-09 18:43:32,0.0,0.0
2026-06-09 18:43:35,0.0,0.0
2026-06-09 18:43:35,0.0,0.0
2026-06-09 18:43:36,0.0,0.0
2026-06-09 18:43:37,0.0,0.0
2026-06-09 18:43:39,0.0,0.0
2026-06-09 18:44:37,0.0,0.0
