timestamp,pitch,roll,yaw
2026-06-09 18:39:44,-100.31,3.62,358.31
2026-06-09 18:39:44,-100.31,3.62,358.31
2026-06-09 18:39:45,-100.38,3.62,358.31
2026-06-09 18:39:45,-100.38,3.62,358.31
2026-06-09 18:39:45,-100.38,3.62,358.31
2026-06-09 18:39:45,-100.38,3.62,358.31
2026-06-09 18:39:46,-100.38,3.62,358.31
2026-06-09 18:39:46,-100.38,3.62,358.31
2026-06-09 18:39:46,-100.38,3.62,358.31
2026-06-09 18:39:47,-100.31,3.62,358.31
2026-06-09 18:39:47,-100.31,3.62,358.31
2026-06-09 18:39:48,-100.31,3.62,358.31
2026-06-09 18:39:48,-100.31,3.62,358.31
2026-06-09 18:39:49,-100.31,3.62,358.31
2026-06-09 18:39:49,-100.31,3.62,358.31
2026-06-09 18:39:49,-100.31,3.62,358.31
2026-06-09 18:39:50,-100.31,3.62,358.31
2026-06-09 18:39:50,-100.31,3.62,358.31
2026-06-09 18:39:50,-100.31,3.62,358.31
2026-06-09 18:39:50,-100.31,3.62,358.31
2026-06-09 18:39:51,-100.31,3.62,358.31
2026-06-09 18:39:51,-100.31,3.62,358.31
2026-06-09 18:39:51,-100.31,3.62,358.38
2026-06-09 18:39:51,-100.38,3.5,358.44
2026-06-09 18:39:52,-100.38,3.5,358.5
2026-06-09 18:39:52,-100.38,3.5,358.5
2026-06-09 18:39:52,-100.38,3.5,358.5
2026-06-09 18:39:53,-100.38,3.5,358.5
2026-06-09 18:39:53,-100.38,3.5,358.5
2026-06-09 18:39:53,-100.38,3.5,358.5
2026-06-09 18:39:54,-100.38,3.5,358.5
2026-06-09 18:39:54,-100.38,3.5,358.5
2026-06-09 18:39:55,-100.38,3.5,358.5
2026-06-09 18:39:55,-100.38,3.5,358.5
2026-06-09 18:39:55,-100.38,3.5,358.5
2026-06-09 18:39:55,-100.38,3.5,358.5
2026-06-09 18:39:56,-100.38,3.5,358.5
2026-06-09 18:39:56,-100.38,3.5,358.5
2026-06-09 18:39:56,-100.38,3.5,358.5
2026-06-09 18:39:57,-100.38,3.5,358.5
2026-06-09 18:39:57,-100.38,3.5,358.5
2026-06-09 18:39:57,-100.38,3.5,358.5
2026-06-09 18:39:58,-100.38,3.5,358.5
2026-06-09 18:39:58,-100.38,3.5,358.5
2026-06-09 18:39:58,-100.38,3.5,358.5
2026-06-09 18:39:59,-100.38,3.5,358.5
2026-06-09 18:39:59,-100.38,3.5,358.5
2026-06-09 18:40:00,-100.38,3.5,358.5
2026-06-09 18:40:00,-100.38,3.5,358.5
2026-06-09 18:40:00,-100.38,3.5,358.5
2026-06-09 18:40:00,-100.38,3.5,358.5
2026-06-09 18:40:01,-100.38,3.5,358.5
2026-06-09 18:40:01,-100.38,3.5,358.5
2026-06-09 18:40:01,-100.38,3.5,358.5
2026-06-09 18:40:01,-100.38,3.5,358.5
2026-06-09 18:40:02,-100.38,3.5,358.5
2026-06-09 18:40:02,-100.38,3.5,358.5
2026-06-09 18:40:03,-100.38,3.5,358.5
2026-06-09 18:40:03,-100.38,3.5,358.5
2026-06-09 18:40:03,-100.38,3.5,358.5
2026-06-09 18:40:04,-100.38,3.5,358.5
2026-06-09 18:40:04,-100.38,3.5,358.5
2026-06-09 18:40:04,-100.38,3.5,358.5
2026-06-09 18:40:05,-100.38,3.5,358.5
2026-06-09 18:40:05,-100.38,3.5,358.5
2026-06-09 18:40:05,-100.38,3.5,358.5
2026-06-09 18:40:06,-100.38,3.5,358.5
2026-06-09 18:40:06,-100.38,3.5,358.5
2026-06-09 18:40:06,-100.38,3.5,358.5
2026-06-09 18:40:06,-100.38,3.5,358.5
2026-06-09 18:40:07,-100.38,3.5,358.5
2026-06-09 18:40:07,-100.38,3.5,358.44
2026-06-09 18:40:08,-100.38,3.5,358.44
2026-06-09 18:40:08,-100.38,3.5,358.44
2026-06-09 18:40:09,-100.38,3.5,358.44
2026-06-09 18:40:09,-100.38,3.5,358.44
2026-06-09 18:40:09,-100.38,3.5,358.44
2026-06-09 18:40:10,-100.38,3.5,358.44
2026-06-09 18:40:10,-100.38,3.5,358.44
2026-06-09 18:40:10,-100.38,3.5,358.44
2026-06-09 18:40:10,-100.38,3.5,358.44
2026-06-09 18:40:11,-100.38,3.5,358.44
2026-06-09 18:40:11,-100.38,3.5,358.44
2026-06-09 18:40:11,-100.38,3.5,358.44
2026-06-09 18:40:11,-100.38,3.5,358.44
2026-06-09 18:40:12,-100.38,3.5,358.44
2026-06-09 18:40:12,-100.38,3.5,358.44
2026-06-09 18:40:13,-100.38,3.5,358.44
2026-06-09 18:40:13,-100.38,3.5,358.44
2026-06-09 18:40:13,-100.38,3.5,358.44
2026-06-09 18:40:14,-100.38,3.5,358.44
2026-06-09 18:40:14,-100.38,3.5,358.44
2026-06-09 18:40:15,-100.38,3.5,358.44
2026-06-09 18:40:15,-100.38,3.5,358.44
2026-06-09 18:40:15,-100.38,3.5,358.44
2026-06-09 18:40:16,-100.38,3.5,358.44
2026-06-09 18:40:16,-100.38,3.5,358.44
2026-06-09 18:40:16,-100.38,3.5,358.44
2026-06-09 18:40:16,-100.38,3.5,358.44
2026-06-09 18:40:17,-100.38,3.5,358.44
2026-06-09 18:40:17,-100.38,3.5,358.44
2026-06-09 18:40:17,-100.38,3.5,358.44
2026-06-09 18:40:17,-100.38,3.5,358.44
2026-06-09 18:40:18,-100.38,3.5,358.44
2026-06-09 18:40:18,-100.38,3.5,358.44
2026-06-09 18:40:18,-100.38,3.5,358.44
2026-06-09 18:40:19,-100.38,3.5,358.44
2026-06-09 18:40:19,-100.38,3.5,358.44
2026-06-09 18:40:19,-100.38,3.5,358.44
2026-06-09 18:40:20,-100.38,3.5,358.44
2026-06-09 18:40:20,-100.38,3.5,358.44
2026-06-09 18:40:20,-100.38,3.5,358.44
2026-06-09 18:40:21,-100.38,3.5,358.44
2026-06-09 18:40:21,-100.38,3.5,358.44
2026-06-09 18:40:21,-100.38,3.5,358.44
2026-06-09 18:40:21,-100.38,3.5,358.44
2026-06-09 18:40:22,-100.38,3.5,358.44
2026-06-09 18:40:22,-100.38,3.5,358.44
2026-06-09 18:40:22,-100.38,3.5,358.44
2026-06-09 18:40:23,-100.38,3.5,358.44
2026-06-09 18:40:23,-100.38,3.5,358.44
2026-06-09 18:40:23,-100.38,3.5,358.44
2026-06-09 18:40:24,-100.38,3.5,358.44
2026-06-09 18:40:24,-100.38,3.5,358.44
2026-06-09 18:40:25,-100.38,3.5,358.44
2026-06-09 18:40:25,-100.38,3.5,358.44
2026-06-09 18:40:25,-100.38,3.5,358.44
2026-06-09 18:40:25,-100.38,3.5,358.44
2026-06-09 18:40:26,-100.38,3.5,358.44
2026-06-09 18:40:26,-100.38,3.5,358.44
2026-06-09 18:40:26,-100.38,3.5,358.44
2026-06-09 18:40:27,-100.38,3.5,358.44
2026-06-09 18:40:27,-100.38,3.5,358.44
2026-06-09 18:40:27,-100.38,3.5,358.44
2026-06-09 18:40:28,-100.38,3.5,358.44
2026-06-09 18:40:28,-100.38,3.5,358.44
2026-06-09 18:40:28,-100.38,3.5,358.44
2026-06-09 18:40:29,-100.38,3.5,358.44
2026-06-09 18:40:29,-100.38,3.5,358.44
2026-06-09 18:40:30,-100.38,3.5,358.44
2026-06-09 18:40:30,-100.38,3.5,358.44
2026-06-09 18:40:30,-100.38,3.5,358.44
2026-06-09 18:40:30,-100.38,3.5,358.44
2026-06-09 18:40:31,-100.38,3.5,358.44
2026-06-09 18:40:31,-100.38,3.5,358.44
2026-06-09 18:40:31,-100.38,3.5,358.44
2026-06-09 18:40:31,-100.38,3.5,358.44
2026-06-09 18:40:32,-100.38,3.5,358.44
2026-06-09 18:40:32,-100.38,3.5,358.44
2026-06-09 18:40:32,-100.38,3.5,358.44
2026-06-09 18:40:33,-100.38,3.5,358.44
2026-06-09 18:40:33,-100.38,3.5,358.44
2026-06-09 18:40:34,-100.38,3.5,358.44
2026-06-09 18:40:34,-100.38,3.5,358.44
2026-06-09 18:40:35,-100.38,3.5,358.44
2026-06-09 18:40:35,-100.38,3.5,358.44
2026-06-09 18:40:35,-100.38,3.5,358.44
2026-06-09 18:40:35,-100.38,3.5,358.44
2026-06-09 18:40:36,-100.38,3.5,358.44
2026-06-09 18:40:36,-100.38,3.5,358.44
2026-06-09 18:40:36,-100.38,3.5,358.44
2026-06-09 18:40:36,-100.38,3.5,358.44
2026-06-09 18:40:37,-100.38,3.5,358.44
2026-06-09 18:40:37,-100.38,3.5,358.44
2026-06-09 18:40:37,-100.38,3.5,358.44
2026-06-09 18:40:38,-100.38,3.5,358.44
2026-06-09 18:40:38,-100.38,3.5,358.44
2026-06-09 18:40:39,-100.38,3.5,358.44
2026-06-09 18:40:39,-100.38,3.5,358.44
2026-06-09 18:40:39,-100.38,3.5,358.44
2026-06-09 18:40:40,-100.38,3.5,358.44
2026-06-09 18:40:40,-100.38,3.5,358.44
2026-06-09 18:40:40,-100.38,3.5,358.44
2026-06-09 18:40:40,-100.38,3.5,358.44
2026-06-09 18:40:41,-100.38,3.5,358.44
2026-06-09 18:40:41,-100.38,3.5,358.44
2026-06-09 18:40:41,-100.38,3.5,358.44
2026-06-09 18:40:42,-100.38,3.5,358.44
2026-06-09 18:40:42,-100.38,3.5,358.44
2026-06-09 18:40:42,-100.38,3.56,358.38
2026-06-09 18:40:42,-100.38,3.56,358.38
2026-06-09 18:40:43,-100.38,3.56,358.38
2026-06-09 18:40:43,-100.38,3.56,358.38
2026-06-09 18:40:44,-100.38,3.56,358.38
2026-06-09 18:40:44,-100.38,3.56,358.38
2026-06-09 18:40:44,-100.38,3.56,358.38
2026-06-09 18:40:45,-100.38,3.56,358.38
2026-06-09 18:40:45,-100.38,3.56,358.38
2026-06-09 18:40:45,-100.38,3.56,358.38
2026-06-09 18:40:46,-100.38,3.56,358.38
2026-06-09 18:40:46,-100.38,3.56,358.38
2026-06-09 18:40:46,-100.38,3.56,358.38
2026-06-09 18:40:46,-100.38,3.56,358.38
2026-06-09 18:40:47,-100.38,3.56,358.38
2026-06-09 18:40:47,-100.38,3.56,358.38
2026-06-09 18:40:47,-100.38,3.56,358.38
2026-06-09 18:40:48,-100.38,3.56,358.38
2026-06-09 18:40:48,-100.38,3.56,358.38
2026-06-09 18:40:48,-100.38,3.56,358.38
2026-06-09 18:40:49,-100.38,3.56,358.38
2026-06-09 18:40:49,-100.38,3.56,358.38
2026-06-09 18:40:49,-100.38,3.56,358.38
2026-06-09 18:40:50,-100.38,3.56,358.38
2026-06-09 18:40:50,-100.38,3.56,358.38
2026-06-09 18:40:51,-100.38,3.56,358.44
2026-06-09 18:40:51,-100.38,3.56,358.44
2026-06-09 18:40:51,-100.38,3.56,358.44
2026-06-09 18:40:51,-100.38,3.56,358.44
2026-06-09 18:40:52,-100.38,3.56,358.44
2026-06-09 18:40:52,-100.38,3.56,358.44
2026-06-09 18:40:52,-100.38,3.56,358.44
2026-06-09 18:40:53,-100.38,3.56,358.44
2026-06-09 18:40:53,-100.38,3.56,358.44
2026-06-09 18:40:54,-100.19,4.31,358.56
2026-06-09 18:40:54,-100.19,4.06,358.62
2026-06-09 18:40:54,-100.44,3.31,358.69
2026-06-09 18:40:54,-100.44,3.38,358.75
2026-06-09 18:40:55,-100.44,2.69,358.88
2026-06-09 18:40:55,-100.44,2.88,358.94
2026-06-09 18:40:56,-100.44,3.19,358.88
2026-06-09 18:40:56,-100.44,2.94,358.94
2026-06-09 18:40:56,-100.44,2.94,358.94
2026-06-09 18:40:57,-100.44,2.94,359.0
2026-06-09 18:40:57,-100.44,2.88,359.0
2026-06-09 18:40:57,-100.44,3.0,359.0
2026-06-09 18:40:57,-100.44,3.06,359.0
2026-06-09 18:40:58,-100.44,3.12,359.0
2026-06-09 18:40:58,-100.44,3.25,358.88
2026-06-09 18:40:59,-100.44,3.25,358.94
2026-06-09 18:40:59,-100.44,3.0,359.0
2026-06-09 18:40:59,-100.44,2.94,359.0
2026-06-09 18:40:59,-100.44,2.88,359.06
2026-06-09 18:41:00,-100.44,2.69,359.12
2026-06-09 18:41:00,-100.44,2.94,359.12
2026-06-09 18:41:01,-100.44,2.81,359.12
2026-06-09 18:41:01,-100.44,2.88,359.12
2026-06-09 18:41:01,-100.38,2.69,359.12
2026-06-09 18:41:02,-100.44,2.88,359.12
2026-06-09 18:41:02,-100.44,3.06,359.12
2026-06-09 18:41:02,-100.44,3.0,359.19
2026-06-09 18:41:02,-100.44,3.0,359.12
2026-06-09 18:41:03,-100.44,2.69,359.19
2026-06-09 18:41:03,-100.38,2.44,359.25
2026-06-09 18:41:04,-100.38,2.75,359.12
2026-06-09 18:41:04,-100.38,2.75,359.12
2026-06-09 18:41:04,-100.44,2.94,359.06
2026-06-09 18:41:04,-100.44,2.94,359.0
2026-06-09 18:41:05,-100.44,3.12,359.0
2026-06-09 18:41:06,-100.44,3.12,359.06
2026-06-09 18:41:06,-100.44,3.12,359.06
2026-06-09 18:41:06,-100.44,3.06,359.12
2026-06-09 18:41:06,-100.44,3.19,359.06
2026-06-09 18:41:07,-100.44,3.06,359.06
2026-06-09 18:41:07,-100.38,2.88,359.12
2026-06-09 18:41:07,-100.38,2.88,359.12
2026-06-09 18:41:07,-100.38,2.62,359.19
2026-06-09 18:41:08,-100.44,2.75,359.25
2026-06-09 18:41:08,-100.38,2.75,359.25
2026-06-09 18:41:08,-100.44,2.75,359.25
2026-06-09 18:41:09,-100.44,2.81,359.25
2026-06-09 18:41:09,-100.44,2.94,359.25
2026-06-09 18:41:10,-100.44,2.94,359.19
2026-06-09 18:41:10,-100.44,2.69,359.31
2026-06-09 18:41:10,-100.44,2.88,359.31
2026-06-09 18:41:11,-100.44,2.62,359.38
2026-06-09 18:41:11,-100.38,2.5,359.38
2026-06-09 18:41:11,-100.44,2.69,359.38
2026-06-09 18:41:12,-100.44,2.94,359.38
2026-06-09 18:41:12,-100.44,2.81,359.44
2026-06-09 18:41:12,-100.5,3.25,359.44
2026-06-09 18:41:12,-100.44,3.25,359.5
2026-06-09 18:41:13,-100.44,3.81,359.44
2026-06-09 18:41:13,-100.38,3.44,359.5
2026-06-09 18:41:14,-100.5,3.38,359.44
2026-06-09 18:41:14,-100.44,2.25,359.69
2026-06-09 18:41:14,-100.44,2.25,359.69
2026-06-09 18:41:15,-100.56,3.44,359.75
2026-06-09 18:41:15,-100.56,3.44,359.75
2026-06-09 18:41:15,-100.5,3.19,359.81
2026-06-09 18:41:16,-100.5,2.88,359.75
2026-06-09 18:41:16,-100.56,3.19,359.75
2026-06-09 18:41:16,-100.5,3.75,359.81
2026-06-09 18:41:16,-100.5,3.56,359.81
2026-06-09 18:41:17,-100.44,4.06,359.75
2026-06-09 18:41:17,-100.44,4.06,359.75
2026-06-09 18:41:17,-100.5,4.0,359.75
2026-06-09 18:41:18,-100.44,3.94,359.81
2026-06-09 18:41:18,-100.44,3.94,359.81
2026-06-09 18:41:18,-100.5,3.94,359.88
2026-06-09 18:41:19,-100.5,3.94,359.88
2026-06-09 18:41:19,-100.5,3.94,359.88
2026-06-09 18:41:19,-100.5,3.94,359.88
2026-06-09 18:41:20,-100.5,4.0,359.81
2026-06-09 18:41:20,-100.5,4.31,359.69
2026-06-09 18:41:21,-100.5,4.31,359.69
2026-06-09 18:41:21,-100.5,4.31,359.62
2026-06-09 18:41:21,-100.5,4.31,359.62
2026-06-09 18:41:22,-100.5,4.38,359.56
2026-06-09 18:41:22,-100.5,4.38,359.56
2026-06-09 18:41:22,-100.5,4.38,359.56
2026-06-09 18:41:22,-100.5,4.38,359.56
2026-06-09 18:41:23,-100.5,4.38,359.56
2026-06-09 18:41:23,-100.5,4.38,359.56
2026-06-09 18:41:23,-100.5,4.44,359.56
2026-06-09 18:41:24,-100.5,4.44,359.5
2026-06-09 18:41:24,-100.5,4.44,359.5
2026-06-09 18:41:25,-100.44,4.0,359.5
2026-06-09 18:41:25,-100.44,4.06,359.5
2026-06-09 18:41:25,-100.44,4.0,359.44
2026-06-09 18:41:26,-100.44,4.06,359.38
2026-06-09 18:41:26,-100.44,4.06,359.38
2026-06-09 18:41:26,-100.44,4.06,359.31
2026-06-09 18:41:26,-100.44,4.06,359.31
2026-06-09 18:41:27,-100.44,4.12,359.31
2026-06-09 18:41:27,-100.44,4.12,359.31
2026-06-09 18:41:27,-100.44,4.12,359.31
2026-06-09 18:41:27,-100.44,4.12,359.31
2026-06-09 18:41:28,-100.44,4.0,359.38
2026-06-09 18:41:28,-100.44,4.0,359.38
2026-06-09 18:41:28,-100.44,3.94,359.38
2026-06-09 18:41:29,-100.44,4.12,359.38
2026-06-09 18:41:29,-100.44,4.25,359.38
2026-06-09 18:41:30,-100.44,4.12,359.44
2026-06-09 18:41:30,-100.44,4.12,359.44
2026-06-09 18:41:30,-100.44,4.12,359.44
2026-06-09 18:41:30,-100.44,4.12,359.44
2026-06-09 18:41:31,-100.44,4.0,359.44
2026-06-09 18:41:31,-100.44,4.06,359.44
2026-06-09 18:41:31,-100.44,4.0,359.5
2026-06-09 18:41:32,-100.44,4.0,359.5
2026-06-09 18:41:32,-100.44,4.0,359.5
2026-06-09 18:41:32,-100.44,3.94,359.44
2026-06-09 18:41:33,-100.44,3.88,359.44
2026-06-09 18:41:33,-100.44,3.94,359.5
2026-06-09 18:41:33,-100.44,3.88,359.5
2026-06-09 18:41:33,-100.44,3.88,359.5
2026-06-09 18:41:34,-100.44,3.94,359.5
2026-06-09 18:41:34,-100.44,3.94,359.5
2026-06-09 18:41:35,-100.44,4.0,359.5
2026-06-09 18:41:35,-100.44,3.88,359.5
2026-06-09 18:41:35,-100.44,3.75,359.5
2026-06-09 18:41:35,-100.44,3.81,359.5
2026-06-09 18:41:36,-100.44,3.88,359.44
2026-06-09 18:41:37,-100.44,3.81,359.44
2026-06-09 18:41:37,-100.44,3.81,359.5
2026-06-09 18:41:38,-100.44,3.75,359.5
2026-06-09 18:41:39,-100.44,3.75,359.56
2026-06-09 18:41:39,-100.44,3.69,359.5
2026-06-09 18:41:40,-100.44,3.69,359.5
2026-06-09 18:41:40,-100.44,3.69,359.5
2026-06-09 18:41:41,-100.44,3.31,359.56
2026-06-09 18:41:42,-100.38,2.94,359.62
2026-06-09 18:41:43,-100.38,2.38,359.62
2026-06-09 18:41:43,-100.5,2.5,359.62
2026-06-09 18:41:44,-100.44,2.88,359.5
2026-06-09 18:41:44,-100.44,3.19,359.5
2026-06-09 18:41:45,-100.31,3.69,359.56
2026-06-09 18:41:45,-100.31,3.62,359.5
2026-06-09 18:41:46,-100.31,3.62,359.44
2026-06-09 18:41:47,-100.31,3.62,359.44
2026-06-09 18:41:48,-100.44,1.44,359.5
2026-06-09 18:41:48,-100.5,3.06,359.06
2026-06-09 18:41:49,-100.56,1.06,359.38
2026-06-09 18:41:49,-100.5,1.62,359.19
2026-06-09 18:41:50,-100.62,1.06,359.25
2026-06-09 18:41:50,-100.56,1.75,359.25
2026-06-09 18:41:52,-100.5,1.31,359.19
2026-06-09 18:41:52,-100.56,1.31,359.19
2026-06-09 18:41:53,-100.62,1.69,359.19
2026-06-09 18:41:53,-100.56,1.69,359.12
2026-06-09 18:41:54,-100.56,1.69,359.12
2026-06-09 18:41:54,-100.56,1.69,359.12
2026-06-09 18:41:55,-100.56,1.56,359.06
2026-06-09 18:41:57,-100.5,1.62,359.0
2026-06-09 18:41:57,-100.5,1.56,359.0
2026-06-09 18:41:58,-100.44,1.56,359.0
2026-06-09 18:41:58,-100.44,1.25,358.94
2026-06-09 18:41:59,-100.44,0.94,359.06
2026-06-09 18:41:59,-100.88,2.0,0.06
2026-06-09 18:42:00,-100.56,1.88,359.0
2026-06-09 18:42:01,-99.5,2.5,357.75
2026-06-09 18:42:02,-99.56,2.12,357.81
2026-06-09 18:42:03,-99.5,2.06,357.75
2026-06-09 18:42:03,-99.5,2.25,357.69
2026-06-09 18:42:04,-99.5,2.25,357.62
2026-06-09 18:42:04,-99.5,2.44,357.62
2026-06-09 18:42:05,-99.5,2.56,357.56
2026-06-09 18:42:05,-99.5,2.62,357.5
2026-06-09 18:42:07,0.0,0.0,0.0
2026-06-09 18:42:07,-99.62,2.94,0.0
2026-06-09 18:42:08,-99.69,3.19,0.06
2026-06-09 18:42:08,-99.69,3.25,0.06
2026-06-09 18:42:09,-99.69,3.31,0.06
2026-06-09 18:42:09,-99.69,3.38,0.0
2026-06-09 18:42:10,-99.69,3.44,0.06
2026-06-09 18:42:11,-99.69,3.44,0.06
2026-06-09 18:42:12,-99.69,3.31,0.0
2026-06-09 18:42:12,-99.69,3.31,0.0
2026-06-09 18:42:13,-99.69,3.5,0.06
2026-06-09 18:42:14,-99.69,3.56,0.12
2026-06-09 18:42:14,-99.75,3.56,0.06
2026-06-09 18:42:15,-99.75,3.75,0.12
2026-06-09 18:42:15,-99.69,3.38,0.06
2026-06-09 18:42:17,-99.88,2.25,2.56
2026-06-09 18:42:17,-100.0,2.19,2.88
2026-06-09 18:42:18,-99.94,2.81,3.06
2026-06-09 18:42:18,-99.94,3.06,3.12
2026-06-09 18:42:19,-99.94,3.25,3.38
2026-06-09 18:42:19,-99.94,3.31,3.62
2026-06-09 18:42:20,-99.94,3.56,3.62
2026-06-09 18:42:21,-99.88,3.5,3.75
2026-06-09 18:42:22,-99.88,3.69,3.88
2026-06-09 18:42:22,-99.88,3.69,3.88
2026-06-09 18:42:23,-99.88,3.75,3.88
2026-06-09 18:42:24,-99.81,2.88,3.81
2026-06-09 18:42:24,-100.06,0.94,4.56
2026-06-09 18:42:25,-100.06,2.62,4.56
2026-06-09 18:42:25,-100.0,2.5,4.62
